avg_brake_front,max_brake_front,avg_brake_rear,max_brake_rear,avg_lateral_g,max_lateral_g,avg_long_g,max_accel_g,max_brake_g,steering_variance,avg_steering_angle,avg_throttle_pos,max_throttle_pos,throttle_variance,avg_throttle_blade,avg_speed,max_speed,min_speed,avg_rpm,max_rpm,lap_in_stint
-2.0150868616754427,-0.2417702479850512,-2.016801946033591,-0.22061654011331272,-0.8663390112891323,-0.9212046415810844,-1.2783620309939585,-0.40457656849535834,0.3155471374228611,1.319050900981551,0.8909898339125736,,,,-1.5814527055433425,-2.0855255442712877,-2.7205096093636905,-1.741782321500779,-1.563375936683085,-0.045028963292908085,1
1.199796312717206,2.100240556472848,1.1863159141432866,2.0716946252879174,0.41531269385002323,-0.07129190306821856,0.5808787829660411,-0.38778299844674324,-1.1143577278921226,0.8235405278816452,0.6034004870882655,,,,0.7067098918421861,0.1334386975050749,0.5361609539081228,0.11348030556589545,0.6365038949108421,-0.14848074535605046,2
1.9280142163909133,1.7880122488685959,1.9146064851455213,1.7461477493559032,1.2684886943055018,0.8689497255281413,1.0252924613982053,1.123638305928613,-1.4798286199854096,1.4754554029631892,1.4753788456437147,,,,0.5782855656077078,0.0411105423083544,0.7043876314396358,0.10727195321653657,0.613404703905878,0.4075725832333399,3
1.5630478375882397,2.293865886809965,1.5509736322512004,2.3026648577919024,0.774396292909301,0.688291945361155,0.8521802119356005,0.25876944842493727,-0.9544642126013101,1.3005397710377276,0.9247765753194167,,,,0.6780053590043809,0.12550849376364673,0.7261581426495961,-0.7049874791578857,0.6020100102747589,-0.03209749053501529,4
1.735844853857411,2.096658587360753,1.7210955620458481,2.0754073447613313,0.47071462522172863,0.36803497142877034,0.6206240929300166,0.42670514891108713,-0.4884888251823692,1.2802507850645224,0.9159628175188362,,,,0.6673287810782019,0.10522586463853668,0.24374340561069943,-0.6749804428026523,0.5667062285501806,0.32998374668598307,5
1.5039137254861548,2.2964528645020343,1.5034257479714022,2.27569879003763,0.6534408136162491,0.3228705263870242,0.7885135105514647,0.35953086871662776,-0.634677182019684,0.633348558043357,0.5729089989049185,,,,0.646965877083941,0.13811843409691263,0.5693115050687452,0.11037612939121601,0.6486340212752341,0.2265319646228407,6
1.4278468974729326,1.8190559811734164,1.4223046040081488,1.779562224616633,0.8117725369739343,0.1914830499019433,0.7125130969050092,-0.8076222496621193,-0.8630964895779883,0.7559796101049336,0.6165009564560673,,,,0.6205734642407523,0.1507687094851906,0.3897047875865702,0.3369809901428078,0.647839914288664,0.0972172370439127,7
1.244975825344889,2.114170436353216,1.244108208043102,2.1129253520716236,0.3140381860908028,1.1111953852975098,0.6183547122162806,0.006865897695711096,-0.5707197759033588,0.7499674825454283,0.356843837280159,,,,0.13950754620507688,-0.05707151331703813,0.7167572400816588,-0.5363272403336422,0.48318268442850004,0.1230801825596983,8
-3.037602445196894,-2.766461477159779,-3.037440721963679,-2.772036443501247,-1.921313961698418,-1.504236568483631,-3.230705875833934,-2.1343142835027096,4.267201158181524,-0.3171117608619218,-0.483799437096236,,,,-2.806111340808368,-2.024508897860067,-3.1865964629951162,-0.9905716872283832,-2.4514300345881357,-4.920194193018493,9
-2.9571690704740776,-2.8363098748456252,-2.9571711189367282,-2.847072458121831,-1.3412357314178258,-1.064909693986642,-2.503943017087844,0.5862440643729304,2.96521110509919,0.08843274919001286,-0.08082934053305577,,,,-2.162294333377163,-1.6763938539765368,-0.9402755336037418,-0.2403957783475468,-1.6200886926726403,-0.01916601777712249,10
