air_temp,track_temp,humidity,wind_speed,temp_delta,avg_brake_front,max_brake_front,avg_brake_rear,max_brake_rear,avg_lateral_g,max_lateral_g,avg_long_g,max_accel_g,max_brake_g,steering_variance,avg_steering_angle,avg_throttle_pos,max_throttle_pos,throttle_variance,avg_throttle_blade,avg_speed,max_speed,min_speed,avg_rpm,max_rpm,lap_in_stint
-0.12831265040425016,-0.18636434197746038,0.44726371487063854,-0.5445622710308321,-0.1871556486651765,-2.1467088151443785,-0.34734278708996835,-2.1432127777195196,-0.32287060969362597,-0.7428713974620951,-0.9245993624669986,-1.2756839890606162,-0.42132626490375225,0.41586356985076506,1.3458670590136919,1.062374679282896,,,,-1.7854266918192498,-2.253542241158353,-3.205716440995634,-1.7500757284315385,-1.8124176082503762,-0.18213699046927784,1
-0.12831265040425016,-0.18636434197746038,0.44726371487063854,-0.5445622710308321,-0.1871556486651765,1.2421056403432955,2.10736703660441,1.2307771130674752,2.0764456288544584,0.7157162937207014,-0.09844035635798686,0.7415994968243632,-0.4046635461446008,-1.0969805510143034,0.8785386550840891,0.7794411637443339,,,,0.582899154589242,-0.04649449535565114,0.29746326717368843,-0.015394385843598426,0.5112947856527462,-0.299072716367755,2
-0.12831265040425016,-0.18636434197746038,0.44726371487063854,-0.5445622710308321,-0.1871556486651765,2.0097215146528193,1.7801141082862455,1.9979187330081591,1.7357022264658202,1.686675882575471,0.8155229885645441,1.2237900595912854,1.0949811421790236,-1.48364997487758,1.4933761128024536,1.637302921086679,,,,0.44997562394669244,-0.13832682098065377,0.47842362888404577,-0.021199231384885674,0.4868953272566575,0.3294568103365599,3
-0.12831265040425016,-0.18636434197746038,0.44726371487063854,-0.5445622710308321,-0.1871556486651765,1.6250097621061204,2.310309738486866,1.6148876916353252,2.3181975505971772,1.1243724953965024,0.6399143109375075,1.0359625982838299,0.2368511260827278,-0.9278126780741203,1.3284087427377653,1.0956144415703022,,,,0.5531889901513948,-0.0543821115514236,0.5018420286347977,-0.7806665230366048,0.47485921944972537,-0.1675200247319682,4
-0.12831265040425016,-0.18636434197746038,0.44726371487063854,-0.5445622710308321,-0.1871556486651765,1.8071554248979673,2.1036127009066874,1.7940848665081286,2.0803316580533684,0.7787666332493721,0.32860801878048806,0.7847233121094512,0.4034783136742408,-0.43480916264844255,1.3092736853364617,1.0869433711458922,,,,0.5421383701112563,-0.07455581694367025,-0.01708842038754957,-0.752609769587051,0.4375681665627075,0.24175501591270196,5
-0.12831265040425016,-0.18636434197746038,0.44726371487063854,-0.5445622710308321,-0.1871556486651765,1.562676382311742,2.3130212031574446,1.5648033401093122,2.2899727069419358,0.9867187376942054,0.28470584937372934,0.96688398063589,0.33682743863763615,-0.5894769321937532,0.6991637831743263,0.7494433072834432,,,,0.5210620742690613,-0.0418398903370062,0.33312310315778904,-0.01829680861424205,0.5241077241449937,0.12481929001422479,6
-0.12831265040425016,-0.18636434197746038,0.44726371487063854,-0.5445622710308321,-0.1871556486651765,1.4824941945397085,1.812651684333176,1.479354745455983,1.7706764892560112,1.1669086456756448,0.15699044746315727,0.88442323740227,-0.8212315151233848,-0.8311453221083012,0.8148202395137173,0.7923295474566199,,,,0.49374503239580153,-0.0292575506787828,0.1399213052140831,0.19358005364273567,0.5232689163972811,-0.021350367358871702,7
-0.12831265040425016,-0.18636434197746038,0.44726371487063854,-0.5445622710308321,-0.1871556486651765,1.289729450347995,2.121967230984443,1.2916523677084644,2.1196010057476173,0.600460526607157,1.0509982608371617,0.7822610252434186,-0.013089655304543096,-0.5218097830176798,0.8091500494851458,0.5368760601341697,,,,-0.004174498677696282,-0.2359816098531539,0.4917295378333367,-0.6229682191649736,0.34934303177539544,0.007883564115747595,8
-0.12831265040425016,-0.18636434197746038,0.44726371487063854,-0.5445622710308321,-0.1871556486651765,-3.1397594593680838,-3.0667332774737996,-3.1337464456900475,-3.0719294761436133,-1.2833290801424189,-1.0642880833066872,-2.6054441068992378,0.561774141886179,3.2192168928595186,0.1852398593736476,0.10628844545705912,,,,-2.3866174644682805,-1.8466077093613846,-1.2907300250136802,-0.34627058169695857,-1.8723227594739542,-0.15290305899465853,10
-0.12831265040425016,-0.18636434197746038,0.44726371487063854,-0.5445622710308321,-0.1871556486651765,0.9820366043246744,1.2574271494810698,0.9842537546897225,1.2425855739093954,1.222607417402812,1.0310427292886335,1.1772032650640158,-0.9545332651965959,-0.9278126780741203,0.4689816043237043,0.3724800195420242,,,,0.4774629534805191,-0.11426045509537591,0.35973492105637095,-0.9509419922476908,0.49070642316351754,0.9433693713035651,11
